Id,Url,Heb Date,En Date,Rabby,Title,Question,Answer
228659,https://www.hidabroot.org/question/228659,"כ""א סיון התשע""ז ",15.06.17,בנימין שמואלי,תפילת ערבית בזמן פלג המנחה בערב שבת,"שלום. האם מותר להתפלל ערבית בזמן פלג מנחה שהוא שעה ורבע לפני השקיעה, או שדווקא שעה ורבע לפני צאת הכוכבים? יש מניין מסוים שמתללים ערבית בערב שבת בזמן פלק המנחה שהוא שעה ורבע לפני שקיעת החמה, האם מותר לכתחילה להתפלל במניין כזה או שרק בדיעבד, או שבכלל לא? האם צריך להגיד לאותו מניין שיקפידו להתפלל דווקא בזמן פלג שהוא שעה ורבע לפני צאת הכוכבים?","שלום וברכה
יש בזה מחלוקת הפוסקים ובוודאי היה עדיף להתפלל רק בפלג המנחה המאוחר יותר אולם אם אי אפשר בדרכי נועם לשכנע לאחר מעט את התפיהל או שהם כבר נהגו כך על פי הוראת רב גדול אין למחות בידם והנח להם לישראל.
אם יש לך כיחיד אפשרות להתפלל מאוחר יותר בוודאי עדיף.
בהצלחה,
בנימין שמואלי"
228652,https://www.hidabroot.org/question/228652,"כ""א סיון התשע""ז ",15.06.17,בנימין שמואלי,האם מותר לחבר תפילה קצרה במילים שלי עם שם ה'?,"האם מותר לחבר תפילה קצרה בלשון פרטית, כל אחד בשביל מה שהוא צריך? ואם כן, אז מותר להגיד גם שם ה'? או שאפשר לחבר רק תפילה בלי שם ה'?","שלום וברכה,
האדם יכול לחבר לעצמו כל תפילה שהוא רוצה. עדיף לא לומר את שם ה' אלא לומר ריבון העולמים/ ריבונו של עולם.
בברכה,
בנימין שמואלי"
228607,https://www.hidabroot.org/question/228607,"כ' סיון התשע""ז ",14.06.17,הלל מאירס,למה לא מברכים שעשני יהודי?,"מדוע בברכות השחר מברכים בשלילה 'שלא עשני גוי', ולא בברכה 'ברוך שעשני יהודי'!? תודה רבה","שלום רב,
יפה שאלת. אחת התשובות היא על פי מה שאמרו במסכת עירובין (דף יג עמוד ב) נמנו וגמרו בית שמאי ובית הלל נוח לו לאדם שלא נברא יותר משנברא, ולכן לא שייך לברך על העשייה שנעשה האדם - היות שטוב לאדם שלא נעשה.

מקורות: דרשות מהר""י מינץ (דרוש ב', ד""ה ועל). וכ""כ הב""ח אורח חיים (סימן מו) והט""ז (שם סק""ד) והמגן אברהם (סק""ט).
בברכה,
הלל מאירס"
228501,https://www.hidabroot.org/question/228501,"י""ח סיון התשע""ז ",12.06.17,הלל מאירס,האם צריך לברך הגומל על נסיעה של 72 דקות?,"שלום וברכה, אני נוסע לעבודה בכל יום, כ-72 דקות וכמאה ק""מ, האם אני נדרש לקרוא ברכת הגומל על כך? אם כן, מה התדירות? בכל שבוע? תודה מראש","שלום רב,
1. לפי מנהג הספרדים ועדות המזרח מברכים הגומל על נסיעה של 72 דקות מחוץ לעיר. ולפי מנהגם ההלוך והחזור מצטרפים לשיעור זמן זה אם הם היו באותו יום. ומבוקר עד בוקר נחשב יום אחד לעניין זה, וכגון אם יצא לדרך ביום ראשון בבוקר, וחזר מאוחר בלילה בליל שני, הליכתו וחזרתו מצטרפים כדי לחייב בברכת הגומל (חזון עובדיה ברכות עמודים שסד-שסה).
2. תברך פעם אחת בשבוע - ביום השבת (חזון עובדיה שם עמוד שסו. וע""ע בספר הלכה ברורה סימן ריט בשער הציון ס""ק סה).
בברכה,
הלל מאירס"
228522,https://www.hidabroot.org/question/228522,"י""ח סיון התשע""ז ",12.06.17,בנימין שמואלי,ברכת הגומל לנוסע בשטחים,אני נוסע פעמיים ביום באזור הר גילה שזה נחשב לשטחים ערביים הנסיעה כעשרים דקות האם אני צריך לברך הגומל תודה מראש על זיכוי הרבים,"שלום וברכה
אין לברך הגומל. יש לכוון בכל יום בברכת הגומל חסדים טובים לעמו ישראל על חסד זה.
כמו כן ראוי לומר את תפילת הדרך בכל יום בברכת שומע תפילה.
בברכה,
בנימין שמואלי"
228435,https://www.hidabroot.org/question/228435,"י""ז סיון התשע""ז ",11.06.17,בנימין שמואלי,תפילה חומש וטילטול,"בשבת בה מסיימים לקרוא בחומש,מניחים את החומשים שלא במקומם הקבוע (לא המדפים בביה""כ,ולא הארון שבו מונחים החומשים שלא קוראים בהם),ע""מ שיהיה קל יותר ביום חול להעבירם לארון,ולהניח החומשים הבאים במדפים בביה""כ. האם אין בעצם הנחת החומשים במקום הביניים הנ""ל,הכנה מקודש לחול ?","שלום וברכה
אין בכך איסור מאחר ובכל מקרה צריך להניח אותם במקום כלשהוא ולכן מותר לבחור מקום שמתאים לנו כעת יותר, אף שזה מיקל את העבודה לאמצע השבוע.
בברכה,
בנימין שמואלי"
228414,https://www.hidabroot.org/question/228414,"י""ז סיון התשע""ז ",11.06.17,הלל מאירס,ישיבה על הקרקע באמירת תיקון חצות,"שלום כבוד הרב, כאשר קוראים תיקון לאה בלבד אין צורך לשבת על הקרקע. שאלתי היא כאשר קוראים תיקון חצות מלא האם יושבים על הקרקע עד לתיקון לאה, או למשך כל התיקון, או עד לקטע מסוים בתיקון? אם אפשר שתצרף גם את המקורות בתשובה אודה לך מאוד. תודה מראש וברכת שבוע טוב ומבורך מרדכי ארביב","שלום רב,
בימים שאומרים תיקון רחל ותיקון לאה יושבים על הקרקע בהפסק של איזה בד וכיוצא בזה עד סוף תיקון לאה, אולם בימים שאומרים רק תיקון לאה אין צורך לשבת על הקרקע כלל (ראה בן איש חי שנה א' פרשת וישלח אות י-יא, וכף החיים סימן א ס""ק יח-יט).
בברכה,
הלל מאירס"
228434,https://www.hidabroot.org/question/228434,"י""ז סיון התשע""ז ",11.06.17,הלל מאירס,איך מתפללים בקבר של צדיק?,"בס""ד, שלום עליכם, רציתי לדעת האם יש מקור הלכתי למנהג לעלות לקברי צדיקים ולהתפלל שם?
כמו כן, איך ראוי להתפלל בציונו של צדיק? האם להתפלל שבזכותו יתקבלו תפילותינו, או להתפלל אליו שימליץ עלינו לפני בורא עולם? תזכו למצוות","שלום רב,
1. המקור למנהג ישראל ללכת להתפלל בקברי צדיקים כבר נמצא בדברי הגמרא מסכת סוטה (דף לד עמוד ב) על כלב שפירש מעצת מרגלים, והלך ונשתטח על קברי אבות, אמר להן: אבותי, בקשו עלי רחמים שאנצל מעצת מרגלים.
2. מותר ללכת לקברי צדיקים ולבקש מהקב""ה שימלא את משאלותיך בזכות הצדיק הטמון שם. וכן מותר לבקש ממנו שיעתיר עליך בתפילה לפני הקב""ה. 
האיסור לדרוש אל המתים היינו כשפונים אל הצדיק הטמון שם, ומבקשים ממנו שימלא את משאלותיך (ראה שו""ת יביע אומר חלק ד' חלק יורה דעה סימן לה אות ו, וחזון עובדיה ימים נוראים עמודים נב-נג).
ומכל מקום כשבא להתפלל על קברי צדיקים, כדאי להקדים בתפלה לה' שיעזור בזכות כל הצדיקים הטמונים שמה, ובמיוחד צדיק זה, שאם מתפלל לה' בזכות צדיק זה דווקא, עלול ח""ו לעורר עליו דינים, כשאינו דבוק במידותיו המיוחדות, ומבקש דווקא בזכותו רחמים, וכן מפני שמזלזל בזה ובא לזה, רק מקדים ומתפלל להקב""ה בזכות כל הצדיקים הטמונים שמה, ובמיוחד צדיק זה הנמצא בסביבתו (שו""ת תשובות והנהגות חלק ג' סימן סא ד""ה ומיהו, שכן קבלה בידו. וע""ע בכל הנ""ל בשו""ת כנפי יונה חלק א' סימן יח).
בברכה,
הלל מאירס"
228384,https://www.hidabroot.org/question/228384,"ט""ז סיון התשע""ז ",10.06.17,הלל מאירס,היכן כתוב להתפלל כמונה מעות?,"היכן כתוב: התפילה כספירת מעות? אשמח לתשובה במייל, או באס אם אס. תודה","שלום רב,
ראה שלחן ערוך אורח חיים (סימן נא סעיף ח) שכתב, אין אומרים הזמירות (דהיינו פסוקי דזמרא) במרוצה כי אם בנחת. וכתב המשנה ברורה (סק""כ) שלא ידלג שום תיבה ולא יבליעם, אלא יוציא מפיו כאילו מונה מעות.
בברכה,
הלל מאירס"
228375,https://www.hidabroot.org/question/228375,"ט""ו סיון התשע""ז ",09.06.17,הלל מאירס,מקור המנהג לכסות את העיניים בשמע ישראל,"שלום כבוד הרב, מניין הגיע המנהג של לשים יד על העיניים בעת אמירת ""שמע ישראל""? תודה רבה","שלום רב,
ראה בטור אורח חיים (סימן סא) שמקור מנהג זה הוא מדברי הגמרא במסכת ברכות (דף יג עמוד ב) שרבי יהודה הנשיא היה מניח ידו על עיניו וקורא קריאת שמע. וכתב הטור, שטעם הנהגה זו הוא כדי שלא יסתכל בדבר אחר שמונעו מלכוון, וכל מה שיעשה האדם לעורר הכוונה טוב הוא. וכן כתב השלחן ערוך (שם סעיף ה) נוהגין ליתן ידיהם על פניהם בקריאת פסוק ראשון כדי שלא יסתכל בדבר אחר שמונעו מלכוון. 
בברכה,
הלל מאירס"
