Id,Url,Heb Date,En Date,Rabby,Title,Question,Answer
310089,https://www.hidabroot.org/question/310089,"ט""ו כסלו התשפ""ג ",09.12.22,בנימין שמואלי,זמן הדלקת נרות לרווקה,"שלום, אני בחורה רווקה בת 19 וכל ערב שבת אני לא מספיקה ליהיות נוכחת מתי שאמא שלי מדליקה נרות שבת.
האם שהיא מדליקה נכנס עלי גם שבת או שמתי שאני מחליטה לקבל עלי? כמובן עד השקיעה.
והאם חייב 20 דקות לפני השקיעה או שאפשר לעשות מלאכה עד השקיעה לנשים?","שלום וברכה
חייבים להוסיף מהחול על השבת ולכן חייבים לקבל שבת כמה דקות לפני השקיעה אבל את לא חייבת לקבל שבת כאשר אימך מקבלת שבת.
בברכה,
בנימין שמואלי"
310033,https://www.hidabroot.org/question/310033,"י""ג כסלו התשפ""ג ",07.12.22,בנימין שמואלי,האם מותר להתפלל על זיווג מסוים?,"שלום כבוד הרב יש לי כמה שאלות:
יצאתי עם בחור צדיק לשידוך ואחרי כמה זמן הוא גמר את זה
עבר כבר כמה חודשים ואני עדין בטוחה שהוא הזיווג שלי
האם מותר לי להתפלל להשם שיחזיר לי אותו ?
כי כמו שמסופר על לאה אימנו שהייתה צריכה להתחתן עם עשיו והוא היה הזיווג שלה אבל היא רצתה בעל צדיק אז התפללה לקבל את יעקוב למרות שלא היה מיועד לה,
שאלה שניה, אומרים שמחשבה יוצרת מציאות וכל מה שאדם יחשוב עליו בסופו של דבר כך יהיה לו, אז אם כל הזמן אני חושבת שאני והבחור חוזרים להיות ביחד זה יקרה, או שלא באמת מחשבה יוצרת מציאות,
שאלה שלישית
לחברה שלי יש חבר, והם לא שומרים נגיעה, וכל הזמן היא מתיעצת איתי בדברים שקשורים לזוגיות שלהם, האם מותר לי לעזור לה בכל מיני עצות לקשר שלהם ? כי יכול להיות שבסוף היא תכשל בנגיעה בגלל שאני עודדתי אותה לזוגיות הזאת.
שאלה רביעית
אם אני לפני חתונה ואני מרגישה שהדבר שהכי יהיה קשה לי בחיים זה לשים כיסוי ראש, ואני באמת יודעת בלב שלי שזה מה שצריך לעשות אבל אני יודעת שאני לא בטוח אצליח לשים כל הזמן, חוץ מלהתפלל להשם שיעזור לי בזה, ולשמוע שיעורים בנושא, איזה עוד השתדלות אפשר לעשות בנושא ?
שאלה חמישית
אם הגבר שלי לא ירצה כל יום ללמוד תורה לפחות שעה ביום, זה יהרוס לי את הבית היהודי ?
תודה רבה רבה לרב שפינה מזמנו כדי לקרוא את השאלות שלי ולנסות לעזור לי בנושאים, זה מאוד חשוב לי","שלום וברכה
1. אין להתעקש יותר מידי על בן זוג אחד. אפשר להתפלל על זיווג מסויים ספיציפי אבל בהגבלת זמן. זאת אומרת לעשות לעצמך סימן שאם נניח עד פסח הבחור לא חוזר אילייך את תביני שזה לא הזיוג שלך ותדעי שבורא עולם הכין לך זיווג יותר טוב שמתאים לך באמת. במקרים רבים אנשים שהתעקשו על זיווג בחשבם שזה הגבר הכי נכון להם עלי אדמות התאכזבו אחר כך קשות ולכן על האדם לזכור שהוא לא יודע מה באמת טוב לו ולכן צריך לתת לבורא עולם לנהל את העולם ולנסות לקבל את מה שאת רוצה אבל לא להתעקש
2. https://www.hidabroot.org/video/217036
3. א. תייעצי לה לשמור נגיעה. ב. מותר לך לייעץ לה איך להתנהל.
4. תחליטי כבר עכשיו שבבית לא תלכי בכיסוי ראש וכך יוקל לך מאוד ללכת מחוץ לבית עם כיוסי ראש כהלכה. חשוב לזכור שכיסוי ראש זה חובה גמורה כמו אכילת מצה וכמו כל מצווה אחרת ואין אפשרות כלל לוותר על חובה גמורה זו ולא יתכן שבחורה מאמינה ויראת השם כמותך תלך בחטא ועוד בפרהסיא. לצערינו רבות הטועות וחושבות שכיסוי ראש זה חומרא הנהגה טובה ואל מבינות שמדובר באיסור תורה חמור ביותר. ברגע שמפנימים שאין כלל אופציה להקל בחובה גמורה זו מן התורה זה נהיה קל יותר.
5. בעל שלא לומד גורם לאיבוד השפע בבית. אם הבעל לא בקטע של לימוד ראוי שהאישה תבקש ממנו ללמוד יחד 2 הלכות ביום מקיצור שולחן ערוך וכדו' ואז היא זוכה לחבר את בעלה ללימדו התרוה ובעז""ה הבעל יעלה עוד ועוד בתורה במשך הזמן.
בברכה,
בנימין שמואלי"
310007,https://www.hidabroot.org/question/310007,"י""ב כסלו התשפ""ג ",06.12.22,בנימין שמואלי,האם מלאכי השרת מלווים גם נשים?,שלום וברכה. האם יש מקור לכך שמלאכי השרת מלווים גם נשים בחזרה מבית כנסת?,"שלום וברכה
לא נמצא כל מקור להבדל בין גברים לנשים בעניין זה.
בברכה,
בנימין שמואלי"
309948,https://www.hidabroot.org/question/309948,"י' כסלו התשפ""ג ",04.12.22, ,האם מותר למיין ספרונים בשבת?,"ב""ה
אנחנו נוהגות לקרוא בשבת תהילים מחולק האם מותר בסוף הקריאה לסדר את החוברות לפי המספרים?","שלום וברכה
אין למיין בשבת שלא לצורך שימוש מיידי,
וזה חלק ממלאכת בורר.
 בהצלחה,
בימין שמואלי
 "
309803,https://www.hidabroot.org/question/309803,"ד' כסלו התשפ""ג ",28.11.22,בנימין שמואלי,האם מותר להשתמש במים שרתחו במיחם לאחר שנכנסה שבת?,"שלום כבוד הרב. בשבת האחרונה היתה לנו ברחוב הפסקת חשמל לפני כניסת שבת, וחברת החשמל הודיע שהחשמל יחזור רק לאחר כניסת שבת. אבא שלי שם את המיחם רגיל בלי מים חמים. מסתבר שהוא התבלבל בכפתורים ולחץ על רתיחה במקום מצב שבת. כשחזר החשמל בערב שבת, לאחר כניסתה המיחם הופעל והתחיל להרתיח את המים שבפנים. האם מותר להשתמש במים האלו או שלא? תודה מראש.","שלום וברכה
מותר להשתמש.
בברכה,
בנימין שמואלי"
309707,https://www.hidabroot.org/question/309707,"כ""ט חשון התשפ""ג ",23.11.22,בנימין שמואלי,איזה סוג מוקצה הוא מקרר?,שלום לרב האם מקרר זה כלי שמלאכתו להיתר?,"שלום וברכה
נחשב ככלי שמלאכתו לאיסור שמותר בטלטול לצורך גופו ומקומו.
בברכה,
בנימין שמואלי"
309639,https://www.hidabroot.org/question/309639,"כ""ז חשון התשפ""ג ",21.11.22,בנימין שמואלי,חיתוך בסכין גלי בשבת,האם בשבת מותר לחתוך סלק וכדומה בסכין גלי שיוצר חיתוך גלי בירק במקום קו ישר?,"שלום וברכה
אם מדובר בחיתוך קצת עבה, אין כל חשש.
בברכה,
בנימין שמואלי"
309296,https://www.hidabroot.org/question/309296,"כ""ז חשון התשפ""ג ",21.11.22,בנימין שמואלי,האם מותר להשתמש בסרטונים ממצלמת אבטחה לאחר שבת?,"יש בבית הכנסת מצלמות אבטחה שפועלות 24/7, ונערכה ברית מילה בשבת בבית הכנסת. האם מותר להוציא לאחר השבת סרטונים השמורים במחשב כדי לראות את הברית?","שלום וברכה
אסור בהחלט.
בברכה,
בנימין שמואלי"
309399,https://www.hidabroot.org/question/309399,"ט""ז חשון התשפ""ג ",10.11.22,בנימין שמואלי,"האם מותר לאישה לעשות הבדלה במוצ""ש?","אשמח מאוד לקבל הסבר מדויק . מתגוררת לבד ורוצה לעשות הבדלה במוצ""ש .
תודה רבה","שלום וברכה
אישה שאין לה גבר שיבדיל עבור המצווה שתבדיל על כוס מיץ ענבים. ראי כאן את סדר ההבדלה.
אשמח לסייע עוד בכל שאלה.
בברכה,
בנימין שמואלי"
309385,https://www.hidabroot.org/question/309385,"ט""ו חשון התשפ""ג ",09.11.22, ,מה הופך מוסיקה לכשרה?,"שלום וברכה, ויישר כח על כל מעשיכם.
יש לנו כמה שאלות לגבי יצירת מוסיקה ופרסומם בערוצי המדיה.

1: האם מותר לפרסם בערוצי המדיה כמו YOUTUBE וכו' מוסיקה שיצרנו? כמובן שתוכן עם מנגינות נקיות טובות, החשש שלנו שמא ישמעו את המנגינות האלה בשבת? האם זה באחריותנו? כי אנחנו רואים שאכן מופיעים בערוצי המדיה השונים כמו YOUTUBE שירים ותכנים דתיים\חרדיים של כל מיני זמרים ורבנים מפורסמים, האם החטא עלינו במידה ומישהו שומע את זה בשבת? אנחנו מתכוונים לתת סממני היכר שזה תוכן דתי כגון: לבוש דתי, במידע על הערוץ, שבכך יראו אותנו מייצגים את השיר\מנגינה כדתיים, השאלה עד כמה האחריות שלנו באותו אחד שעלול לקחת את השיר ואף על פי שרואה שאנחנו דתיים הוא עלול לשמוע אותו בשבת?
2: לגבי יצירת מנגינה בלי מילים, כיצד עלינו לייצג אותה כמוסיקה טובה וכשרה? כלומר, בשיר עם מילים, המילים הם שמכוונים את השיר לתוכן חיובי או שלילי, במנגינה שהיא בלי מילים כל אחד יכול לפרש את זה כרצונו, האם ישנה דרך לכוון את זה? או שמספיק שיראו אותנו כיוצרים דתיים ואולי זה יעזור בכך?
3: יש לנו חשש שמא נעלה מנגינה לYOUTUBE שבה יש וידאו ורואים אותנו, ומישהו עלול לקחת את המנגינה לפרסם בכלי מדיה שונים בלי וידאו ובכך אנשים לא ידעו שהתוכן הוא תוכן דתי וירגישו חופשי לשמוע אותו בשבת, האם אנחנו צריכים לחשוב כלכך רחוק? או שמספיק שאנחנו עושים את ההשתדלות שלנו ומייצגים אותו בערוץ שלנו באופן כשר ואלה שלוקחים את זה ומשתמשים בזה (שאגב נגד החוק) ומפרסמים את זה בערוצי מדיה אחרים שבו זה עלול להיות מוצג לא כתוכן כשר עוון בידם? או שעדיין האחריות עלינו? כי הרי אף על פי שאי אפשר לדעת\ ואי אפשר לעצור את זה בכל ערוץ בעולם האינטרנטי.

תודה רבה,
השם ישמח אותכם.","שלום וברכה
1. אין איסור לפרסם מוזיקה ביוטיוב.
2. בעיקר המילים וגם הקצב של השיר שלא יהיה פרוע.
3. בוודאי שאין חשש כזה.
בברכה,
בנימין שמואל
 "
