Id,Url,Heb Date,En Date,Rabby,Title,Question,Answer
165587,https://www.hidabroot.org/question/165587,"כ""ט תשרי התשע""ו ",12.10.15,בנימין שמואלי,מלפפונים בשבת,"שלום כבוד הרב, האם מותר בדיעבד לאכול מלפפונים שקולפו עם קולפן בשבת?","שלום וברכה
מותר.
בברכה,
בנימין שמואלי"
164927,https://www.hidabroot.org/question/164927,"כ""ט תשרי התשע""ו ",12.10.15,בנימין שמואלי,"באיזה ספר עדיף ללמוד הלכות שבת שיהיה ברור לי,עברית לא שפת האם שלי","שלום כבוד הרב! רציתי לשאול שאלה לגבי שבת, אני כבר שומרת הרבה זמן אך לא יודעת את כל ההלכות, ראשית באיזה ספר עדיף ללמוד הלכות שבת שיהיה לי ברור (עברית לא שפת אם שלי) בנתיים מדאיגות אותי כמה שאלות דחופות: 1) האם מותר לשטוף כלים בשבת 2) אם נשפך מיץ על הרצפה מותר לשטוף רצפה לפחות באותו מקום? 3) האם מותר להתקלח כולל חפיפת ראש בשבת? 4) להסתרק? 5) לחמם על פלטת שבת מרק? 6) לנעול נעליים עם שרוכים? 7) לנקות שולחם עם ספרי חלונות? תודה רבה מראש, בעלי ספרדי","שלום וברכה
מה היא שפת האם שלך?
1. מותר לשטוף רק לצורך השבת.
2. מותר ולהיזהר שלא לסחוט את הסמרטוט בשעת הניגוב או לאחר מכן.
3. אין להתקלח במים חמים כלל. 
4. אסור.
5. אסור. ניתן להניח את המרק לפני שהפלטה פועלת וכאשר שעון השבת יידלק הפלטה תחמם את המרק.
6. מותר.
7. מותר.
בברכה,
בנימין שמואלי"
164922,https://www.hidabroot.org/question/164922,"כ""ט תשרי התשע""ו ",12.10.15,בנימין שמואלי ,נרות שבת>?>,"שלום כבוד הרב , אני מתחזקת ברוך השם , ואני לא מצליחה להבין מה נכון . לברך לפני הדלקה או אחרי. ואשמח להבין גם את ההסבר מאחורי כל גרסה. אציין שאני מיוצאי קווקז ואין לי מושג לאיזה פלג אני משתייכת .! עזרה בבקשה :)","שלום וברכה
מנהג בני ספרד לברך לפני ההדלקה כמו בכל המצוות שמברכים עליהם לפני העשייה.
מנהג בני אשכנז לברך רק לאחר ההדלקה, לדעתם מקבלים שבת בשעת הברכה ולכן לא ניתן לברך לפני ההדלקה כי לאחר הברכה לא יוכלו להדליק את הנרות כי כבר קיבלו את השבת בעת אמירת הברכה.
כמדומני שרוב הקווקזים נהגו לפי מנהג אשכנז.
בברכה,
בנימין שמואלי "
164874,https://www.hidabroot.org/question/164874,"כ""ט תשרי התשע""ו ",12.10.15,"שלום רב,",האם רווקה יכולה להדליק נרות שבת?,"שלום וברכה, אתחיל בכך שהאתר שלכם מאוד קירב אותי לדת ובעקבות כל אירועי הימים האחרונים אתם באמת מרגיעים ומעודדים. לשאלה: במידה ובביתי אמי היקרה אינה מדליקה נרות שבת ואני מדליקה כבר המון שנים, האם מותר לי לברך? והאם מותר לי להדליק 2 נרות? אני עדיין רווקה..

תודה רבה","שלום רב,"
164718,https://www.hidabroot.org/question/164718,"כ""ח תשרי התשע""ו ",11.10.15,בנימין שמואלי,מגבון בשבת,"שלום , רציתי לשאול אם מותר להשתמש במגבון כדי לנקות איפור בעין לא את כולו רק מתחת לעין מה שנמרך לי אני מתאפרת יום שישי לפני שבת ונשאר לי קבוע כל השבת רק מתחת לעין נמרך לי האיפור ואם זה מותר ? תודה רבה","שלום וברכה
יש לשתמש במים ולא במגבון.
בברכה,
בנימין שמואלי"
164537,https://www.hidabroot.org/question/164537,"כ""ח תשרי התשע""ו ",11.10.15,בנימין שמואלי,שאלות בהלכות שבת,"שלום כבוד הרב יש לי כמה שאלות: 1. האם מותר בשבת וביום טוב לקרוע ניילון או שקית שעוטפת מאכל מסוים או קופסה של משהו שאני רוצה לאכול או ניילון שעוטף כלים חד פעמיים שאני רוצה להשתמש בשבת. האם מותר לקרוע אותם? כי אני יודעת שאסור לקרוע בשבת 2. אני מברכת בשבת על 2 לחמניות כי אני אדם אדם וזה מספיק לי האוכל, ואם לא אכלתי מהלחמניה השניה והיא נשארה שלמה אבל החזקתי אותה חלק מהברכה אני יכולה להשתמש בה לפעם הבאה לברך עליה בסעודה הבאה או ביום אחר ולאכול כי חבל זה לחמניה שלמה? 3. כשמברכים ברכת המזון בסעודות האם צריך לשים את הלחם בשקית ולכסות את הלחם או שלא חובה, או שמספיק רק שהלחם מה שנשאר יהיה על השולחן והמלח? 4. האם מותר לקרוא תהילים יחפים או עם גרביון? תודה רבה
 ","שלום וברכה
1. מותר.
2. יכולה להשתמש בפעם הבאה.
3.לא צריך לכסות.
4. מותר גם יחפים.
בברכה,
בנימין שמואלי"
164765,https://www.hidabroot.org/question/164765,"כ""ח תשרי התשע""ו ",11.10.15,בנימין שמואלי,,שלום כבוד הרב שאלתי שאלות לפני הרבה זמן ולא ריבלתי תשובות האם האתר תקין כבר לא זוכרת מה שאלתי תוכלו לבדוק בבקשה יש לי עוד שאלות במידה ואם נעקצתי בשבת ויש לי גרד ופריחה בגוף מותר לשים משחה על העקיצה? והאם מותר לטאטא רצפה בשבת שהתלעלכה מקליפות או שנערות שנתלשו הרי זה מוקצה לא? אשמח בבקשה לתשובה מהירה .,"שלום וברכה
1. לא נמצאה כל שאלה שלא נענית.
2. אם יש לך חשש לזיהום או שהגרד ממש חזק ואת לא יכולה לתפקד, מותר לשים משחה מבלי למרוח.
2. מותר.
בברכה,
בנימין שמואלי"
164808,https://www.hidabroot.org/question/164808,"כ""ח תשרי התשע""ו ",11.10.15,-------,האם מותר לצחצח שיניים בשבת?,"שלום, רציתי לדעת האם אפשר להשתמש במברשת שיניים ומשחה בשבת. אם לא, האם אפשר רק במברשת שיניים? תודה.",
162875,https://www.hidabroot.org/question/162875,"י""א תשרי התשע""ו ",24.09.15,בנימין שמואלי,האם מותר להזיז מאוורר בשבת ויום טוב,"שלום, האם מותר להזיז מהסוכה שבמרפסת לתוך הבית מאוורר פועל המחובר עם כבל ארוך בשבת או ביום טוב? (וזאת על מנת לשים מאוורר דולק בסוכה ובמקרה של חשש לגשם להכניסו לבית כדי שלא יהיה קצר חשמלי)","שלום וברכה
מותר לצורך גופו או מקומו ואסור להזיז את המאוורר כדי של ינזק. על כן בעת הצורך יקח את המאוורר לבית וישתמש שם כמה דקות במאוורר או ישתמש במקום המאוורר.
בברכה,
בנימין שמואלי"
162851,https://www.hidabroot.org/question/162851,"י""א תשרי התשע""ו ",24.09.15,בנימין שמואלי,פיליפינית בסעודות השבת,"שלום הרב, רציתי לדעת האם מותר שפליפינית גויה תצטרף לסעודות השבת?
 ","שלום וברכה
מותר לה להצטרף ולא ישימו בשולחן יין שאינו מבושל.
בברכה,
בנימין שמואלי"
