Id,Url,Heb Date,En Date,Rabby,Title,Question,Answer
274871,https://www.hidabroot.org/question/274871,"כ""ב חשון התש""פ ",20.11.19,בנימין שמואלי,ברכות הנהנין,"שלום יש לי כמה שאלות, אשמח למענה וסליחה מראש על האורך...

1. באיזה חלקים באמצע התפילה מותר לי לענות אמן, אם בכלל, והאם יש בזה הבדל בין אם זה ברכת הנהנין או אמן של קדיש?
2. שמעתי שזה טוב לבקש בקשות כשההיכל פתוח, האם בשבת כשפותחים את ההיכל מותר לבקש בקשות אישיות?
3. התחלתי לעבוד כביבייסיטר, יש לי נסיעות חינם כי אני עושה שירות לאומי אבל האישה שאני עושה אצלה בייביסיטר מביאה לי נסיעות, האם מותר לי להשתמש בזה? (כי כבייכול היא לא אמורה לדעת שיש לי נסיעות חינם, וגם נהוג להביא שכר שעתי+ נסיעות), או שאני לא צריכה לקחת את זה ממנה?
4. הזמנתי בכרטיס אשראי לי ולעוד כמה חברות חופש. אני זאת שהתנדבתי להביא את מספר הכרטיס אשראי ולשלם איתו. הייתה לי הנחה מיידית בגלל סוג כרטיס האשראי- שכמובן כולן שמחו עליה. (בגלל שהשתמשתי בכרטיס הזה- שגם אין אותו לעוד מישהי ואם מישהי אחרת הייתה עושה, היינו משלמות יותר כסף) בעת החיוב של החופש צריך לרדת לי עוד כסף, בגלל ששילמתי עם הכרטיס הזה. האם אני צריכה להגיד להן על ההנחה השניה, שיורד לי עוד כסף בעת החיוב? הן לא אמורות לדעת מזה, אם היינו משלמות מכרטיס אחר, גם ככה לא היה את ההנחה. מה גם שכבייכול עכשיו אני משלמת את המחיר שאחרי ההנחה הראשונה, ורק במעמד החיוב מחזירים לי עוד כסף- שזה ההנחה השניה
תודה מראש","שלום וברכה
1.  בת ספרד שלא אומרת ברכות קריאת שמע בשם ומלכות יכולה לענות כל אמן עד לתפילת העמידה. בת אשכנז שאומרת את הברכות בשם ומלכות יכולה לענות על כל האמנים עד לאחר ברכת ישתבח.
מברכת יוצר אור אסור לענות שום אמן מלבד אמן יהא שמיה רבא ואמן דאמירן בעלמא וכן אמן שלאחר ""הא-ל הקדוש"" ואמן שלאחר ""שומע תפילה"". בתפילה עמהידה כמובן שלא עונים כלום.
2. מותר, אבל לא בקשות גשמיות.
3. מותר לקחת.
4. הכסף שייך לך.
בברכה,
בנימין שמואלי"
274888,https://www.hidabroot.org/question/274888,"כ""ב חשון התש""פ ",20.11.19,הלל מאירס,איך מתפללים לרפואת אישה שלא יודעים את שמה?,"ראיתי אישה ושמעתי שהיא חלתה בסרטן, חשוב לי להתפלל עליה אבל אני לא יודעת את שמה ואין לי דרך לברר את זה.
איך להתפלל? תודות!!","שלום רב,
נכון שלכתחילה צריך להזכיר שם החולה כשמתפללים עליה שלא בפניה (משנה ברורה סימן קיט סק""ב), אך אם את לא יודעת את שמה, תוכלי גם לבקש מהקב""ה שישלח רפואה שלמה לאותה אישה שראית ושמעת שחלתה.
בשורות טובות,
הלל מאירס"
274832,https://www.hidabroot.org/question/274832,"כ""א חשון התש""פ ",19.11.19,בנימין שמואלי,תהילים,"האם בשביל להגיד תהילים לעילוי נשמת מישהו אפשר גם לכוון שלא יפגעו בטילים בדרום?
כאילו, מתי שאומרים תהילים על משהו אחד אפשר לכוון לעוד הרבה דברים?","שלום וברכה
אפשרי.
יהי רצון שה' ישמע ברחמים וברצון את תפילתך.
בברכה,
בנימין שמואלי"
274848,https://www.hidabroot.org/question/274848,"כ""א חשון התש""פ ",19.11.19,הלל מאירס,מה מברכים על במבה?,"שלום וברכה,
רציתי לשאול, מה מברכים על במבה רגילה ומה מברכים על במבה נוגט??
תודה","שלום רב,
על שניהם מברכים שהכל. ואם בירך האדמה יצא.
מקורות: ראה בספר הלכה ברורה חלק י' (בשו""ת אוצרות יוסף בסוף הספר סימן י) ובהסכמת הגר""ע יוסף זצ""ל בראש הספר, ובספר ברכת ה' חלק ג' (פרק ז סעיף ל).
בברכה,
הלל מאירס"
274794,https://www.hidabroot.org/question/274794,"כ' חשון התש""פ ",18.11.19,הלל מאירס,"אם שומעים אדם שטעה בברכה, צריך לענות אחריו אמן?","שלום רב,
אם שומעים אדם שטעה בברכה (למשל, בירך 'מזונות' במקום 'שהכול'), ויודעים שמדובר בטעות - האם עדיין יש לענות אמן?
בברכה ובתודה,
הדס","שלום רב,
אם מדובר בטעות בברכה שגם בדיעבד לא יוצא בה ידי חובה, הרי שזוהי ברכה לבטלה שאסור לענות אחריה אמן (שלחן ערוך סימן רטו סעיף ד), אולם אם מדובר בטעות שבדיעבד יוצא בה ידי חובה, יש לענות אמן, ויש לציין שברכת מזונות פוטרת בדיעבד את כל המאכלים חוץ ממים ומלח (ביאור הלכה סימן קסז סעיף י ד""ה במקום, הליכות עולם חלק ב' עמוד צב).
בברכה,
הלל מאירס"
274756,https://www.hidabroot.org/question/274756,"י""ט חשון התש""פ ",17.11.19,בנימין שמואלי,תפילה על דירה,"שלום וברכה, אנו נשואים כבר מעל 10 שנים ואין לנו דירה משלנו, עברנו כבר מס' דירות ועוד היד נטויה, למדנו שניתן לבקש הכל מבורא עולם אך בעניין דירה אני מרגישה שיש לי קושי לבקש דבר זה מהסיבה שאין לבורא עולם בית- את בית המקדש והשכינה בצער ולכן מרגישה 'חוצפה' לבקש בית משלי.. אשמח לקבל תשובה שתניח דעתי ואוכל להתפלל גם על זה.. תודה רבה.","שלום וברכה
אין זה סותר. בוודאי יש להתפלל על גלות השכינה שתמצא לה בית - בית מקדשינו ותפארתינו, אולם ניתן גם להתפלל על ישוב הדעת שלך ושתזכי מהרה למצוא עבורך בית מתאים לדירת קבע משלך.
בהצלחה,
בנימין שמואלי"
274732,https://www.hidabroot.org/question/274732,"י""ח חשון התש""פ ",16.11.19, ,מתי יש לברך שהחיינו על בגד חדש?,"שלום,
מתי יש לברך שהחיינו על בגד חדש? בעת לבישת הבגד בפעם הראשונה?

תודה!","שבוע טוב,
1. על כל בגד חשוב שגורם לשמחת הלב יש לברך שהחיינו, אולם על בגדים שאינם חשובים כמו לדוגמא חלוק וגרביים ובגדים פנימיים אין לברך שהחיינו (יעויין שלחן ערוך אורח חיים סימן רכג סעיף ו ומשנה ברורה שם).
2. יש לברך שהחיינו בשעת לבישת הבגד (יעויין שלחן ערוך שם סעיף ד ומאמר מרדכי סק""ו).
בברכה,
הלל מאירס
 "
274682,https://www.hidabroot.org/question/274682,"ט""ז חשון התש""פ ",14.11.19, ,"האם אפשר לומר ברכת הלבנה בליל ט""ז?","האם יצאתי ידי חובת ברכת הלבנה (שלמה) ב-ט""ז? תודה","שלום רב,
לא ניתן לומר ברכת הלבנה בליל ט""ז (שלחן ערוך סימן תכו סעיף ג, ושו""ת יביע אומר חלק ו' חלק אורח חיים סימן לח), אולם אפשר לאומרה ללא שם ומלכות (שם חלק ח' חלק אורח חיים סימן מב).
בברכה,
הלל מאירס
 
 "
274685,https://www.hidabroot.org/question/274685,"ט""ז חשון התש""פ ",14.11.19,הלל מאירס,האם מותר לאישה להתפלל בזמן שהיא מניקה?,האם מותר לאישה להתפלל בזמן שמניקה את התינוק? תודה,"שלום רב,
אין לאישה להתפלל בזמן שהיא מניקה.
מקורות: יעויין שלחן ערוך (סימן צו סעיף א) שאין לאחוז תפילין וכו' בידו כשהוא מתפלל, מפני שלבו עליהם שלא יפלו ויטרד ותתבטל כוונתו. וכתב המשנה ברורה (סק""א) בשם הפמ""ג, שהוא הדין בשעת קריאת שמע ופסוקי דזמרא.
בברכה,
הלל מאירס"
274681,https://www.hidabroot.org/question/274681,"ט""ז חשון התש""פ ",14.11.19,בנימין שמואלי,שליח ציבור,האם מותר לשליח ציבור לעמוד מאחורה וכל המתפללים לפניו לפי הספרדים,"שלום וברכה
לכתחילה אין לשנות את הסדר הרגיל כל קהילה כמנהגה. במקרה חד פעמי מחמת איזה צורך, ניתן לשנות.
בברכה,
בנימין שמואלי"
