Id,Url,Heb Date,En Date,Rabby,Title,Question,Answer
310122,https://www.hidabroot.org/question/310122,"י""ז כסלו התשפ""ג ",11.12.22, ,בקשות פרטיות בתפילה והפסק בברכה ראשונה,"שלום רב
תודה על כל התשובות. במשך שנים הייתי מברכת שוב ברכה ראשונה {חוץ ממזונות } לאחר כניסה לשרותים
השנה ראיתי שנפסק שזה לא נחשב שינוי מקום ואין לברך [קראתי כדי שלא יהיה ספק אפשר לצאת לחדר מדרגות ומצד שני יש דעה שחדר מדרגות הוא לא רשות הרבים...]
האם צריך לברך? {אם זה משנה אנחנו אשכנזים}
ושאלה נוספת: בקשות פרטיות בסוף תפילה אומרים לפני ""יהיו לרצון"" { האחרון} או אחרי?
תודה רבה","שלום וברכה
אין זה שינוי מקום ואין צורך לצאת לחדר מדרגות.
עדיף לומר לאחר היהיו לרצון השני ואפשר לומר גם לפני היהיו לרצון.
בברכה,
בנימין שמואלי
 "
310039,https://www.hidabroot.org/question/310039,"י""ג כסלו התשפ""ג ",07.12.22,,עניין הנץ,"שלום הרב..
רציתי בבקשה לדעת את ההגדרה של הנץ..האם יש שתי שיטות שזה בעצם נץ אסטרונומי ונץ הנראה שתלוי בסברא האם יצא מעט אור שמשפיע או כל הגלגל שאז הראה לעין...אפשרות שנייה שיש שלוש סוגים שזה אסטרונומי ,והנראה שיצא מעט והנראה המאוחר שיצא כל הגלגל ..ומה ההלכה בקרב בני ספרד עפ""י הרב יצחק יוסף כי יש מעט בלבול בדעותיו
תודה מראש","שלום וברכה
ילקוט יוסף קצוש""ע אורח חיים סימן פט - מהלכות תפלה וזמנה 
ג. אין לצבור להסתכל למרום ולצפות לזריחה, ולהתפלל מיד, אלא הנכון הוא להתפלל בזמן נץ החמה על פי הלוח ושעון מדוייק. וזמן תפלת ותיקין הוא מיד כשניכרת תחלת זריחת השמש על העולם, ולא כשיוצא כל גלגל החמה. [ואף שבשו""ת איש מצליח ח""א דף סג ע""ב כתב, דזמן הנץ לאחר שכל גלגל החמה יצא על הארץ, הנה מדברי הראשונים מבואר דזמן התפלה הוא כשהתחיל גלגל החמה להיראות, וכלשונו של ספר האשכול (ח""א עמו' י) ""תחלת הראות פניה"", ולא כתב ""כל פניה"". וכ""ד הרא""ש, ותוס' ושטמ""ק וריטב""א ביומא, ותוס' ר' יהודה החסיד, והטור (סי' נח) וע""ש בב""י בשם מהר""י אבוהב, וכ""ד הרמ""ע מפאנו (סי' א'), ובשאגת אריה (סי' ה') והפר""ח (סי' נח סק""א). ואין להידחק בביאור לשונות הראשונים דהיינו לאחר שיצא כל גלגל החמה, אלא הפשט לא יופשט, דהיינו שהתחיל הנץ, וכדברי הראשונים האחרונים הנ""ל להדיא]. והנכון הוא ללכת אחר הנץ האסטרונומי, כפי שמופיע בלוח ביכורי יוסף, וכדומה, המבוסס על הזריחה המוקדמת ביותר הנראית מעל אופק המזרחי האמיתי, מנקודה כלשהי ביישוב, מידי יום ביומו, בסיוע מודל טופוגרפי ממוחשב של ארץ ישראל. [ילקו""י במהדורת תשס""ד, תפלה כרך א' עמוד מח. שארית יוסף ח""ב עמוד רנג. ומה שכתבנו שם לענין חשבון הנץ, הנה נראה עיקר שיש לילך אחר הנץ האסטרונומי, ועוד חזון למועד לבאר דין זה]. "
310015,https://www.hidabroot.org/question/310015,"י""ב כסלו התשפ""ג ",06.12.22,בנימין שמואלי,תפילה כשמכניס אוויר לתוך פיו,שלום. בדרך כלל כאשר אני מתפלל אני מוציא אוויר מפי. אבל לעיתים מסויימות יוצא לי לומר כמה מילים כאשר אני מכניס אוויר לריאותיי דרך הפה. האם זה בסדר או שמא אני צריך לחזור על המילים האלו ולומר אותם דווקא כשיוצא אוויר מפי?,"שלום וברכה
אין לחזור על המילים.
בברכה,
בנימין שמואלי"
309975,https://www.hidabroot.org/question/309975,"י""א כסלו התשפ""ג ",05.12.22,בנימין שמואלי,האם מותר לאכול לפני ברכות השחר?,האם מותר ללמוד תורה ולברך על שתיה/מאכל לפני ברכות השחר?,"שלום וברכה
מותר ללמוד תורה לאחר ברכות התורה. יכול לשתות מים ונהגו להקל גם בקפה אבל אין לאכול לפני התפילה אלא אם האדם רעב וקשה לו לכוון עקב הרעב.
בברכה,
בנימין שמואלי"
309904,https://www.hidabroot.org/question/309904,"ח' כסלו התשפ""ג ",02.12.22,בנימין שמואלי,"ברכה על מים לפני שיצאו מהברז, אפשרי?","אני שותה הרבה פעמים ישירות מהברז , זה כמו קולר כזה , אפשר לברך לפני שאני לוחץ על הברז ואז כשאני מסיים את הברכה ללחוץ ואז לשתות?
או ללחוץ שיצאו המים ורק אז לברך ואם כן האם יש בעייה של בל תשתית על המים שזורמים בנתיים ???
אשמח לתשובה תודה רבה!!","שלום וברכה
ראה כאן.
בברכה,
בנימין שמואלי"
309875,https://www.hidabroot.org/question/309875,"ו' כסלו התשפ""ג ",30.11.22,בנימין שמואלי,"האם לומר בפסוק ""עבדך"" או ""שפחתך""?","כשאומרים בתפילה ""אני עבדך"" זה בלשון זכר. אם ככה מה אישה להגיד? שפחתך?","שלום וברכה
מאחר וזה לשון הפסוק בתהילים שאמר דוד המלך אין משנים את הנוסח. כאשר את מתפללת בשפתך ובלשונך לא חלק מהתפילה ואת רוצה לומר פסוקים את יכולה לשנות את לשון הפסוק ללשון נקבה.
בברכה,
בנימין שמואלי"
309830,https://www.hidabroot.org/question/309830,"ה' כסלו התשפ""ג ",29.11.22,בנימין שמואלי,איך מברכים לעילוי נשמת סבא וסבתא שנפטרו באותה שנה?,"לרב שלום,
לצערי ולצער משפחתי סבא שלי היקר נפטר, ולאחר חודשיים גם אשתו, סבתי היקרה, נפטרה. אנו רוצים להתפלל ולהעלות את נשמותיהם כמו שניתן בשנה הראשונה לפטירתם. איך מברכים על כל דבר מאכל ושתייה או מצווה שעושים למען עילוי נשמתם מבלי לפגוע באף אחד מהם? זאת אומרת איך אני יכולה לברך גם לעילוי נשמת סבי וגם לעילוי נשמת סבתי על אותו פרי מאכל בברכות שעושים? האם ניתן לברך על 2 מיני פרי עץ, מזונות, אדמה, ב.שהכל כדי לכבד את שניהם?
אודה לתשובתכם ותודה מראש,
 ","שלום וברכה
לברך ברכה אחת ולכוון לשני הנשמות. זה יועיל לשניהם.
בברכה,
בנימין שמואלי"
309834,https://www.hidabroot.org/question/309834,"ה' כסלו התשפ""ג ",29.11.22,בנימין שמואלי,איך מפרישים חלה מבצק מתוק?,שלום וברכה אני מכינה בצק עם 2 קילו קמח אבל הבצק מתוק יש בו סוכר האם צריך הפרשת חלה עם ברכה או בלי ברכה? תודה,"שלום וברכה
מפרישים חלה בברכה.
בברכה,
בנימין שמואלי"
309847,https://www.hidabroot.org/question/309847,"ה' כסלו התשפ""ג ",29.11.22,בנימין שמואלי,עד מתי אפשר לברך על קשת בענן?,"אם ראיתי קשת בענן ולא ידעתי מה לברך, הלכתי לבדוק והסתכלתי עליה שוב.. האם מותר לברך או שמברכים רק כשרואים אותה בפעם הראשונה?","שלום וברכה
אם לא בירכת בראיה הראשונה והקשת עדיין קיימת, מברכים בראיה השניה.
בברכה,
בנימין שמואלי"
309798,https://www.hidabroot.org/question/309798,"ד' כסלו התשפ""ג ",28.11.22,בנימין שמואלי,האם עושים פדיון אחרי הפלה טבעית?,"שלום
לצערי עברתי הפלה טבעית בשבוע 7 להריון. וכרגע ב""ה אני בהריון אחרי טיפולים. האם ניתן לעשות פדיון ?","שלום וברכה
עושים פדיון הבן כרגיל בברכה.
בברכת היריון בריא ולידה קלה בזמנה,
בנימין שמואלי"
